Customer_ID,Country,Purchase_Frequency,Average_Order_Value,Last_Purchase_Days_Ago,Membership_Level,Total_Spend
126061,USA,97,868.88,122,Bronze,84281.36
126062,Japan,78,1007.35,363,Bronze,78573.3
126063,India,59,752.8,323,Bronze,44415.2
126064,Japan,25,199.67,99,Bronze,4991.75
126065,UK,72,1980.3,17,Bronze,142581.6
126066,Germany,27,191.31,184,Gold,5165.37
126067,UK,99,185.26,53,Bronze,18340.74
126068,USA,22,256.89,271,Platinum,5651.58
126069,UK,71,568.2,138,Bronze,40342.2
126070,UAE,47,1099.24,204,Bronze,51664.28
126071,Germany,76,1553.27,253,Gold,118048.52
126072,Germany,55,1532.26,257,Silver,84274.3
126073,India,9,1013.92,300,Gold,9125.28
126074,India,54,1694.58,179,Silver,91507.32
126075,UAE,64,61.76,87,Bronze,3952.64
126076,Germany,99,99.68,167,Bronze,9868.32
126077,UAE,39,1298.74,355,Bronze,50650.86
126078,Germany,83,940.43,69,Bronze,78055.69
126079,USA,92,1019.28,39,Bronze,93773.76
126080,UK,93,451.84,155,Platinum,42021.12
126081,India,8,1677.74,84,Bronze,13421.92
126082,USA,27,1016.28,167,Gold,27439.56
126083,UK,69,437.42,234,Silver,30181.98
126084,India,93,294.02,205,Gold,27343.86
126085,UAE,99,1990.8,107,Gold,197089.2
126086,USA,33,1460.29,276,Gold,48189.57
126087,Japan,96,1074.66,84,Bronze,103167.36
126088,Japan,85,1141.64,218,Bronze,97039.4
126089,India,10,238.35,229,Gold,2383.5
126090,USA,16,1448.6,88,Bronze,23177.6
126091,UK,11,1840.11,198,Bronze,20241.21
126092,UK,19,1796.45,254,Platinum,34132.55
126093,USA,64,1580.01,138,Bronze,101120.64
126094,Japan,52,1312.37,266,Bronze,68243.24
126095,USA,77,549.08,89,Silver,42279.16
126096,Japan,15,702.52,24,Silver,10537.8
126097,Japan,42,1666.96,281,Gold,70012.32
126098,UAE,96,1439.09,121,Bronze,138152.64
126099,UAE,83,1980.98,105,Silver,164421.34
126100,UK,79,188.63,135,Silver,14901.77
126101,India,38,708.71,205,Silver,26930.98
126102,Germany,86,1761.73,87,Silver,151508.78
126103,USA,49,71.32,242,Silver,3494.68
126104,Japan,77,685.21,188,Silver,52761.17
126105,USA,84,1948.95,175,Gold,163711.8
126106,India,49,1102.38,341,Gold,54016.62
126107,India,79,630.36,177,Bronze,49798.44
126108,Germany,71,1861.67,36,Platinum,132178.57
126109,Germany,55,707.16,220,Silver,38893.8
126110,Japan,22,284.29,68,Silver,6254.38
126111,UAE,43,1166.83,107,Silver,50173.69
126112,Germany,50,1434.36,213,Gold,71718.0
126113,UAE,84,177.08,148,Silver,14874.72
126114,UAE,19,1251.74,73,Gold,23783.06
126115,Japan,91,756.25,325,Bronze,68818.75
126116,UK,72,266.71,305,Gold,19203.12
126117,UAE,18,1278.78,135,Silver,23018.04
126118,Japan,10,552.79,301,Bronze,5527.9
126119,Germany,50,356.03,94,Silver,17801.5
126120,USA,49,205.61,320,Bronze,10074.89
126121,Germany,41,814.68,89,Platinum,33401.88
126122,India,99,1249.01,352,Gold,123651.99
126123,Germany,15,1951.45,306,Bronze,29271.75
126124,UK,23,689.32,153,Bronze,15854.36
126125,Japan,76,1232.74,75,Bronze,93688.24
126126,UAE,27,252.84,197,Bronze,6826.68
126127,India,6,1873.48,17,Silver,11240.88
126128,Japan,24,1486.48,83,Silver,35675.52
126129,Japan,86,1428.9,166,Bronze,122885.4
126130,UAE,9,1104.43,333,Silver,9939.87
126131,Germany,74,1135.52,285,Silver,84028.48
126132,USA,62,904.61,306,Silver,56085.82
126133,India,67,110.38,292,Platinum,7395.46
126134,UAE,70,159.59,43,Silver,11171.3
126135,UK,90,399.95,108,Silver,35995.5
126136,UK,78,392.56,279,Silver,30619.68
126137,USA,42,133.26,80,Bronze,5596.92
126138,USA,60,1003.4,37,Silver,60204.0
126139,Germany,83,1027.62,242,Silver,85292.46
126140,UK,48,1206.81,143,Silver,57926.88
126141,India,56,1578.74,314,Platinum,88409.44
126142,UAE,87,1873.35,260,Bronze,162981.45
126143,USA,5,1897.16,320,Silver,9485.8
126144,USA,79,1801.42,280,Silver,142312.18
126145,USA,94,1488.36,96,Gold,139905.84
126146,UAE,97,1347.41,262,Bronze,130698.77
126147,India,54,252.73,68,Silver,13647.42
126148,UK,38,1319.65,292,Gold,50146.7
126149,India,19,50000.0,47,Bronze,6281.78
126150,UAE,69,1496.23,91,Gold,103239.87
126151,India,73,340.78,236,Bronze,24876.94
126152,Germany,71,1369.37,78,Bronze,97225.27
126153,UAE,24,163.05,250,Silver,3913.2
126154,USA,80,640.59,94,Bronze,51247.2
126155,UK,10,760.88,162,Silver,7608.8
126156,Germany,85,641.06,115,Bronze,54490.1
126157,Germany,21,635.33,12,Silver,13341.93
126158,UAE,15,1074.23,18,Bronze,16113.45
126159,Japan,64,1650.73,77,Bronze,105646.72
126160,USA,13,1749.21,339,Bronze,22739.73
126161,UK,71,165.48,121,Gold,11749.08
126162,UK,40,400.9,249,Silver,16036.0
126163,UK,8,632.41,357,Bronze,5059.28
126164,UAE,38,1373.86,115,Bronze,52206.68
126165,USA,52,816.82,212,Silver,42474.64
126166,UAE,2,964.03,142,Gold,1928.06
126167,UK,22,1573.18,61,Gold,34609.96
126168,India,4,1290.98,220,Silver,5163.92
126169,India,52,1183.17,168,Bronze,61524.84
126170,USA,7,1168.35,326,Gold,8178.45
126171,UK,1,414.75,296,Bronze,414.75
126172,UAE,83,239.21,351,Bronze,19854.43
126173,Japan,58,666.75,59,Silver,38671.5
126174,Japan,62,1541.5,227,Silver,95573.0
126175,Japan,94,1709.43,290,Bronze,160686.42
126176,India,66,1598.89,104,Bronze,105526.74
126177,UAE,55,332.46,91,Silver,18285.3
126178,Japan,13,1839.41,6,Silver,23912.33
126179,UK,28,787.4,339,Silver,22047.2
126180,UK,14,1678.57,176,Bronze,23499.98
126181,Japan,3,1259.76,103,Bronze,3779.28
126182,Germany,16,1590.92,113,Bronze,25454.72
126183,Japan,89,79.98,348,Silver,7118.22
126184,Germany,46,880.72,269,Bronze,40513.12
126185,USA,3,1220.61,229,Bronze,3661.83
126186,USA,98,752.29,52,Platinum,73724.42
126187,UK,3,1583.0,101,Bronze,4749.0
126188,UAE,41,1452.76,331,Platinum,59563.16
126189,India,29,791.84,126,Bronze,22963.36
126190,UAE,40,889.11,332,Bronze,35564.4
126191,UK,19,993.0,262,Bronze,18867.0
126192,UK,20,1099.34,179,Gold,21986.8
126193,UAE,21,610.62,52,Gold,12823.02
126194,India,20,473.57,356,Silver,9471.4
126195,UK,92,243.22,235,Gold,22376.24
126196,India,47,297.85,356,Silver,13998.95
126197,UK,91,945.88,107,Bronze,86075.08
126198,USA,44,1335.61,288,Gold,58766.84
126199,Germany,89,1338.48,181,Silver,119124.72
126200,UK,2,923.86,245,Bronze,1847.72
126201,Germany,43,50000.0,270,Bronze,53543.6
126202,Japan,57,1918.82,254,Bronze,109372.74
126203,UK,88,1964.92,280,Bronze,172912.96
126204,USA,97,1692.73,145,Silver,164194.81
126205,India,19,1830.46,209,Bronze,34778.74
126206,USA,90,289.2,236,Gold,26028.0
126207,Germany,64,571.97,60,Platinum,36606.08
126208,India,46,1908.89,222,Bronze,87808.94
126209,USA,41,277.94,360,Bronze,11395.54
126210,USA,67,1751.73,224,Bronze,117365.91
126211,USA,91,889.64,300,Bronze,80957.24
126212,UAE,14,1950.45,112,Silver,27306.3
126213,India,20,1438.75,2,Platinum,28775.0
126214,USA,35,687.34,60,Silver,24056.9
126215,USA,87,253.78,50,Bronze,22078.86
126216,Germany,25,492.98,3,Gold,12324.5
126217,USA,4,1414.36,236,Gold,5657.44
126218,USA,57,655.73,188,Silver,37376.61
126219,Japan,2,1899.22,198,Gold,3798.44
126220,India,66,1078.92,90,Bronze,71208.72
126221,Japan,89,1058.86,253,Bronze,94238.54
126222,UAE,87,1618.16,44,Gold,140779.92
126223,Germany,21,1598.55,354,Silver,33569.55
126224,Japan,89,1380.32,265,Bronze,122848.48
126225,UAE,91,1905.14,256,Bronze,173367.74
126226,UK,52,1167.95,350,Bronze,60733.4
126227,India,75,1802.97,55,Gold,135222.75
126228,USA,78,951.45,328,Bronze,74213.1
126229,Japan,81,1528.7,127,Silver,123824.7
126230,Japan,15,483.49,88,Bronze,7252.35
126231,USA,46,1703.94,97,Gold,78381.24
126232,USA,31,718.51,307,Gold,22273.81
126233,Germany,62,1457.42,55,Bronze,90360.04
126234,Japan,34,658.33,67,Bronze,22383.22
126235,Japan,36,1907.4,358,Silver,68666.4
126236,UK,44,397.59,90,Platinum,17493.96
126237,UAE,63,1063.6,103,Platinum,67006.8
126238,UK,77,801.23,235,Bronze,61694.71
126239,Japan,18,1078.91,276,Bronze,19420.38
126240,UK,81,476.81,340,Bronze,38621.61
126241,Japan,45,1017.28,62,Silver,45777.6
126242,India,39,281.06,226,Bronze,10961.34
126243,Germany,92,477.56,288,Silver,43935.52
126244,UK,26,1350.44,315,Gold,35111.44
126245,Japan,78,948.29,359,Bronze,73966.62
126246,UK,75,1003.87,255,Bronze,75290.25
126247,UAE,96,1864.71,118,Bronze,179012.16
126248,Germany,24,445.78,49,Bronze,10698.72
126249,India,58,1112.48,343,Bronze,64523.84
126250,USA,95,1072.42,282,Gold,101879.9
126251,USA,50,901.45,255,Bronze,45072.5
126252,UK,72,1663.43,322,Bronze,119766.96
126253,Japan,39,1142.39,41,Bronze,44553.21
126254,UAE,72,1644.43,58,Silver,118398.96
126255,Germany,31,1722.85,308,Bronze,53408.35
126256,India,83,161.04,248,Platinum,13366.32
126257,India,36,1876.91,55,Bronze,67568.76
126258,India,39,1530.99,292,Platinum,59708.61
126259,USA,96,978.97,196,Silver,93981.12
126260,Germany,21,1643.5,217,Gold,34513.5
126261,USA,23,475.17,362,Silver,10928.91
126262,UK,54,1642.43,178,Bronze,88691.22
126263,India,36,1121.47,87,Bronze,40372.92
126264,Germany,15,899.58,148,Bronze,13493.7
126265,India,2,1150.4,264,Bronze,2300.8
126266,USA,76,1438.72,241,Bronze,109342.72
126267,USA,70,569.16,2,Bronze,39841.2
126268,USA,38,213.02,218,Silver,8094.76
126269,India,65,1815.48,17,Bronze,118006.2
126270,Germany,50,1902.04,300,Silver,95102.0
126271,Germany,90,1256.88,158,Gold,113119.2
126272,UK,87,1031.09,299,Silver,89704.83
126273,India,1,126.75,281,Gold,126.75
126274,UK,21,843.16,340,Silver,17706.36
126275,UAE,57,693.78,39,Silver,39545.46
126276,UK,19,779.11,148,Silver,14803.09
126277,UK,29,1444.32,310,Silver,41885.28
126278,UK,50,735.27,361,Bronze,36763.5
126279,USA,90,1586.42,98,Bronze,142777.8
126280,UAE,34,1981.72,345,Bronze,67378.48
126281,UK,81,1101.7,351,Bronze,89237.7
126282,Germany,82,569.64,250,Bronze,46710.48
126283,UK,54,1916.56,61,Bronze,103494.24
126284,USA,32,1468.95,120,Bronze,47006.4
126285,Japan,4,465.14,27,Bronze,1860.56
126286,UAE,30,1988.87,328,Bronze,59666.1
126287,Japan,95,40.29,68,Silver,3827.55
126288,Japan,18,1160.47,134,Bronze,20888.46
126289,UAE,69,1375.27,237,Silver,94893.63
126290,India,96,381.2,149,Silver,36595.2
126291,Germany,29,121.62,312,Platinum,3526.98
126292,USA,12,34.64,84,Bronze,415.68
126293,UAE,15,1853.6,210,Bronze,27804.0
126294,Japan,79,1173.92,80,Silver,92739.68
126295,USA,99,358.78,94,Bronze,35519.22
126296,USA,53,1239.02,319,Bronze,65668.06
126297,India,35,24.98,33,Gold,874.3
126298,Japan,52,759.89,322,Platinum,39514.28
126299,UK,53,1540.51,231,Gold,81647.03
126300,USA,14,217.38,59,Gold,3043.32
126301,Japan,18,1215.4,273,Gold,21877.2
126302,USA,38,645.12,99,Gold,24514.56
126303,India,86,215.15,294,Bronze,18502.9
126304,India,38,1652.79,212,Gold,62806.02
126305,UK,55,1105.59,227,Silver,60807.45
126306,India,11,1586.62,107,Silver,17452.82
126307,Japan,67,1937.59,240,Bronze,129818.53
126308,UAE,53,383.46,90,Bronze,20323.38
126309,India,78,291.14,136,Bronze,22708.92
126310,UAE,44,1962.09,49,Silver,86331.96
126311,UK,25,481.94,155,Bronze,12048.5
126312,Germany,62,865.3,109,Silver,53648.6
126313,USA,14,1675.92,210,Silver,23462.88
126314,USA,47,476.11,5,Gold,22377.17
126315,Japan,95,1428.73,243,Bronze,135729.35
126316,UK,89,1577.99,126,Bronze,140441.11
126317,UK,55,1002.87,39,Bronze,55157.85
126318,UK,83,985.11,253,Silver,81764.13
126319,USA,12,472.83,240,Bronze,5673.96
126320,India,7,1259.35,226,Silver,8815.45
126321,USA,49,417.75,94,Silver,20469.75
126322,USA,14,540.09,364,Gold,7561.26
126323,USA,29,1200.78,343,Bronze,34822.62
126324,India,47,569.45,324,Silver,26764.15
126325,Germany,14,938.37,212,Silver,13137.18
126326,Japan,87,1901.71,180,Gold,165448.77
126327,Germany,51,1197.55,149,Bronze,61075.05
126328,Germany,14,1506.74,87,Silver,21094.36
126329,USA,87,1411.87,184,Gold,122832.69
126330,Germany,8,1906.47,354,Bronze,15251.76
126331,USA,77,231.54,324,Bronze,17828.58
126332,USA,65,383.74,14,Bronze,24943.1
126333,Japan,37,50000.0,166,Silver,50979.34
126334,UK,90,1695.75,165,Bronze,152617.5
126335,USA,68,1498.1,261,Bronze,101870.8
126336,Germany,16,312.36,18,Bronze,4997.76
126337,Japan,89,1366.02,80,Silver,121575.78
126338,UAE,83,1263.79,121,Bronze,104894.57
126339,UAE,20,1083.13,1,Silver,21662.6
126340,UAE,90,1136.89,306,Bronze,102320.1
126341,Germany,96,1222.15,28,Platinum,117326.4
126342,UK,67,378.4,24,Bronze,25352.8
126343,India,71,678.28,34,Silver,48157.88
126344,UK,32,1232.52,356,Bronze,39440.64
126345,Japan,69,177.28,19,Bronze,12232.32
126346,UK,85,1426.09,206,Silver,121217.65
126347,UAE,30,1496.1,111,Gold,44883.0
126348,UK,20,304.75,223,Gold,6095.0
126349,Japan,58,582.47,308,Bronze,33783.26
126350,Japan,29,477.56,327,Silver,13849.24
126351,UAE,24,435.64,96,Bronze,10455.36
126352,Germany,1,746.01,111,Silver,746.01
126353,USA,89,1514.08,153,Bronze,134753.12
126354,India,27,825.31,111,Bronze,22283.37
126355,India,89,1078.96,260,Platinum,96027.44
126356,UAE,21,262.87,255,Bronze,5520.27
126357,India,17,1236.62,193,Gold,21022.54
126358,UK,92,1998.27,63,Platinum,183840.84
126359,Japan,32,1463.61,145,Gold,46835.52
126360,Japan,44,980.14,160,Bronze,43126.16
126361,UAE,98,953.23,137,Silver,93416.54
126362,Japan,22,1846.57,166,Bronze,40624.54
126363,USA,42,827.55,294,Bronze,34757.1
126364,Japan,83,1458.18,204,Silver,121028.94
126365,Japan,62,1227.74,40,Silver,76119.88
126366,UK,48,1260.96,170,Gold,60526.08
126367,Germany,8,185.79,120,Silver,1486.32
126368,India,2,1338.25,75,Silver,2676.5
126369,UK,5,1291.21,190,Bronze,6456.05
126370,UK,28,1488.53,116,Bronze,41678.84
126371,UK,4,1361.38,344,Silver,5445.52
126372,India,53,50000.0,129,Bronze,93389.71
126373,UAE,1,1994.91,66,Silver,1994.91
126374,UK,79,398.16,304,Silver,31454.64
126375,Germany,77,1779.19,298,Silver,136997.63
126376,UAE,95,598.38,82,Platinum,56846.1
126377,Japan,81,538.74,306,Silver,43637.94
126378,Germany,6,464.55,276,Gold,2787.3
126379,UAE,88,1101.47,268,Bronze,96929.36
126380,Japan,55,1063.33,251,Silver,58483.15
126381,Japan,52,1704.03,149,Gold,88609.56
126382,UK,77,889.29,336,Silver,68475.33
126383,UK,85,1571.36,25,Bronze,133565.6
126384,India,24,1949.1,57,Bronze,46778.4
126385,USA,62,404.74,35,Bronze,25093.88
126386,Germany,56,185.67,236,Bronze,10397.52
126387,India,86,712.6,323,Bronze,61283.6
126388,India,93,1917.28,223,Gold,178307.04
126389,Germany,24,1570.03,162,Bronze,37680.72
126390,UAE,76,919.41,290,Gold,69875.16
126391,Germany,20,204.3,12,Bronze,4086.0
126392,Japan,34,606.68,234,Bronze,20627.12
126393,USA,15,1775.98,236,Bronze,26639.7
126394,UAE,51,324.91,343,Bronze,16570.41
126395,UK,4,1315.49,336,Silver,5261.96
126396,USA,53,1233.91,322,Gold,65397.23
126397,USA,14,634.94,164,Bronze,8889.16
126398,UK,65,1189.13,203,Silver,77293.45
126399,USA,33,1479.76,16,Bronze,48832.08
126400,UAE,50,136.84,336,Silver,6842.0
126401,UAE,63,1598.33,135,Silver,100694.79
126402,UAE,50,931.35,333,Bronze,46567.5
126403,India,93,459.77,359,Bronze,42758.61
126404,India,74,1087.75,318,Bronze,80493.5
126405,UAE,36,136.77,13,Silver,4923.72
126406,UK,78,1686.48,273,Silver,131545.44
126407,UK,86,1984.51,213,Silver,170667.86
126408,Germany,97,1361.69,271,Gold,132083.93
126409,Germany,92,649.88,156,Bronze,59788.96
126410,UAE,71,1787.67,2,Silver,126924.57
126411,USA,50,637.57,301,Bronze,31878.5
126412,USA,41,735.75,179,Bronze,30165.75
126413,UK,98,1846.03,147,Silver,180910.94
126414,USA,70,1248.67,165,Bronze,87406.9
126415,Japan,99,772.78,290,Bronze,76505.22
126416,India,27,895.29,346,Bronze,24172.83
126417,USA,30,1366.66,147,Bronze,40999.8
126418,USA,32,1312.58,261,Bronze,42002.56
126419,Germany,83,739.96,52,Silver,61416.68
126420,Japan,22,256.49,302,Bronze,5642.78
126421,USA,85,853.6,359,Bronze,72556.0
126422,India,69,1346.53,86,Silver,92910.57
126423,USA,21,546.39,350,Bronze,11474.19
126424,UK,56,1770.9,131,Bronze,99170.4
126425,Japan,84,691.91,82,Silver,58120.44
126426,USA,31,425.29,27,Silver,13183.99
126427,Japan,59,852.08,319,Silver,50272.72
126428,USA,70,490.57,150,Platinum,34339.9
126429,India,95,920.34,86,Bronze,87432.3
126430,India,43,195.66,109,Gold,8413.38
126431,Japan,88,886.15,323,Bronze,77981.2
126432,UAE,54,1482.36,31,Gold,80047.44
126433,Germany,18,578.97,304,Gold,10421.46
126434,Germany,55,1968.75,9,Silver,108281.25
126435,UK,29,385.72,251,Silver,11185.88
126436,UAE,61,699.77,294,Silver,42685.97
126437,Germany,51,994.12,32,Bronze,50700.12
126438,Japan,76,1689.98,199,Bronze,128438.48
126439,Germany,12,880.83,226,Gold,10569.96
126440,UK,93,1476.56,149,Bronze,137320.08
126441,USA,61,49.73,34,Bronze,3033.53
126442,Germany,71,70.66,43,Gold,5016.86
126443,Japan,16,95.14,313,Platinum,1522.24
126444,Japan,12,65.84,356,Silver,790.08
126445,UK,62,424.86,145,Bronze,26341.32
126446,UK,85,1199.93,343,Bronze,101994.05
126447,India,68,1584.98,304,Gold,107778.64
126448,India,60,1143.91,341,Bronze,68634.6
126449,India,81,180.98,43,Gold,14659.38
126450,USA,28,1413.17,127,Gold,39568.76
126451,Japan,64,1114.86,292,Bronze,71351.04
126452,India,95,646.06,233,Bronze,61375.7
126453,Japan,72,370.07,67,Bronze,26645.04
126454,UK,50,180.39,8,Bronze,9019.5
126455,USA,26,999.56,244,Bronze,25988.56
126456,UK,40,1685.55,131,Gold,67422.0
126457,Japan,55,219.36,337,Bronze,12064.8
126458,UAE,31,230.05,269,Bronze,7131.55
126459,UAE,83,563.47,329,Bronze,46768.01
126460,India,71,772.44,17,Bronze,54843.24
126461,UAE,5,1986.1,57,Bronze,9930.5
126462,UK,13,1087.93,239,Bronze,14143.09
126463,UAE,18,1659.55,274,Bronze,29871.9
126464,Germany,82,466.42,150,Bronze,38246.44
126465,USA,50,1821.79,311,Bronze,91089.5
126466,Japan,84,1492.77,333,Silver,125392.68
126467,India,87,681.91,64,Bronze,59326.17
126468,UK,36,1513.67,94,Bronze,54492.12
126469,USA,52,1775.3,211,Silver,92315.6
126470,India,33,731.79,342,Silver,24149.07
126471,UK,64,1666.6,218,Silver,106662.4
126472,UAE,71,901.4,168,Silver,63999.4
126473,Japan,69,1495.86,30,Platinum,103214.34
126474,Germany,96,602.87,89,Bronze,57875.52
126475,Germany,73,1387.82,259,Gold,101310.86
126476,UAE,30,1754.69,82,Silver,52640.7
126477,Japan,96,969.68,350,Silver,93089.28
126478,USA,68,1561.46,77,Bronze,106179.28
126479,Japan,89,1122.55,234,Bronze,99906.95
126480,UAE,22,1701.26,246,Silver,37427.72
126481,UK,59,489.53,173,Silver,28882.27
126482,USA,8,66.32,303,Silver,530.56
126483,Germany,66,1347.05,162,Bronze,88905.3
126484,UAE,37,1558.64,60,Gold,57669.68
126485,UK,99,175.5,260,Platinum,17374.5
126486,UAE,56,1324.13,341,Bronze,74151.28
126487,India,61,436.59,207,Silver,26631.99
126488,India,86,1979.81,51,Gold,170263.66
126489,India,65,1570.04,107,Bronze,102052.6
126490,Germany,42,326.12,243,Bronze,13697.04
126491,Japan,97,960.54,268,Silver,93172.38
126492,USA,49,1579.56,20,Gold,77398.44
126493,Germany,68,1053.08,160,Gold,71609.44
126494,UK,9,1957.8,81,Bronze,17620.2
126495,UK,8,876.59,284,Bronze,7012.72
126496,India,58,1776.03,55,Bronze,103009.74
126497,USA,86,202.86,38,Bronze,17445.96
126498,India,54,1107.05,123,Bronze,59780.7
126499,UK,85,1990.65,293,Bronze,169205.25
126500,UK,48,1363.6,49,Silver,65452.8
126501,Japan,54,324.57,363,Gold,17526.78
126502,Japan,28,1328.02,229,Silver,37184.56
126503,Japan,66,862.2,351,Bronze,56905.2
126504,India,81,1414.25,180,Bronze,114554.25
126505,UAE,31,715.83,211,Bronze,22190.73
126506,USA,13,998.89,33,Silver,12985.57
126507,Japan,59,449.98,126,Bronze,26548.82
126508,Germany,82,338.73,121,Bronze,27775.86
126509,Japan,88,611.15,306,Silver,53781.2
126510,India,31,1556.12,119,Bronze,48239.72
126511,USA,33,1590.9,338,Platinum,52499.7
126512,Japan,53,1096.2,130,Gold,58098.6
126513,USA,95,389.82,5,Bronze,37032.9
126514,Germany,91,1622.07,98,Silver,147608.37
126515,UK,36,1736.55,336,Bronze,62515.8
126516,USA,85,222.64,291,Silver,18924.4
126517,UAE,69,840.22,297,Silver,57975.18
126518,Japan,75,1110.91,354,Bronze,83318.25
126519,India,98,1615.71,358,Silver,158339.58
126520,UAE,34,1271.63,182,Bronze,43235.42
126521,UAE,61,835.86,245,Silver,50987.46
126522,India,60,937.94,55,Bronze,56276.4
126523,India,3,869.46,70,Bronze,2608.38
126524,India,6,271.2,236,Bronze,1627.2
126525,UAE,20,1576.4,17,Bronze,31528.0
126526,USA,4,146.99,288,Bronze,587.96
126527,India,53,1378.39,310,Gold,73054.67
126528,UK,71,323.11,260,Silver,22940.81
126529,UAE,62,850.07,330,Bronze,52704.34
126530,UAE,81,259.83,80,Gold,21046.23
126531,UAE,38,1190.75,257,Bronze,45248.5
126532,Germany,36,1804.59,31,Bronze,64965.24
126533,USA,34,1225.43,54,Silver,41664.62
126534,USA,6,798.28,198,Bronze,4789.68
126535,India,66,1877.1,142,Silver,123888.6
126536,UAE,18,607.07,79,Silver,10927.26
126537,UAE,27,526.85,269,Silver,14224.95
126538,India,39,1436.28,303,Silver,56014.92
126539,USA,51,1914.6,357,Bronze,97644.6
126540,India,19,1561.23,105,Bronze,29663.37
126541,India,96,784.07,277,Bronze,75270.72
126542,India,88,565.02,146,Bronze,49721.76
126543,India,34,937.76,320,Bronze,31883.84
126544,India,89,1486.68,34,Platinum,132314.52
126545,Japan,24,575.35,300,Platinum,13808.4
126546,Japan,25,1681.79,341,Bronze,42044.75
126547,UAE,76,1280.1,226,Bronze,97287.6
126548,UAE,94,976.49,162,Bronze,91790.06
126549,Japan,70,198.87,206,Silver,13920.9
126550,USA,30,852.54,38,Silver,25576.2
126551,Germany,97,494.4,182,Bronze,47956.8
126552,USA,79,1027.99,160,Bronze,81211.21
126553,UAE,93,1314.75,254,Bronze,122271.75
126554,Japan,54,649.84,282,Silver,35091.36
126555,USA,78,1629.51,68,Bronze,127101.78
126556,Germany,25,1737.18,197,Gold,43429.5
126557,India,5,487.19,327,Silver,2435.95
126558,UK,2,75.11,100,Silver,150.22
126559,Japan,80,359.54,165,Silver,28763.2
126560,Japan,63,918.09,115,Silver,57839.67
126561,Germany,54,1351.74,354,Silver,72993.96
126562,India,38,1201.37,71,Bronze,45652.06
126563,India,17,1173.84,80,Platinum,19955.28
126564,UK,31,477.77,349,Silver,14810.87
126565,India,1,337.7,309,Gold,337.7
126566,Germany,6,90.59,21,Platinum,543.54
126567,UAE,95,873.23,20,Bronze,82956.85
126568,India,70,616.56,345,Gold,43159.2
126569,UAE,36,1105.62,340,Bronze,39802.32
126570,UAE,8,1212.54,145,Gold,9700.32
126571,Germany,93,590.25,169,Silver,54893.25
126572,Japan,73,1115.27,359,Bronze,81414.71
126573,Japan,86,1225.08,14,Gold,105356.88
126574,Japan,10,1762.39,258,Silver,17623.9
126575,USA,24,309.87,94,Bronze,7436.88
126576,Japan,63,780.33,246,Bronze,49160.79
126577,Germany,40,649.3,261,Gold,25972.0
126578,UK,2,524.56,257,Silver,1049.12
126579,India,20,862.24,260,Bronze,17244.8
126580,Japan,81,1886.18,285,Bronze,152780.58
126581,USA,33,1689.44,39,Silver,55751.52
126582,UAE,14,1054.29,98,Gold,14760.06
126583,USA,96,50000.0,302,Silver,77809.92
126584,Germany,54,875.12,109,Bronze,47256.48
126585,UK,55,520.2,100,Bronze,28611.0
126586,Japan,37,1322.26,270,Bronze,48923.62
126587,Japan,88,543.05,254,Silver,47788.4
126588,USA,84,240.29,176,Gold,20184.36
126589,Germany,6,655.47,7,Silver,3932.82
126590,USA,33,984.44,141,Gold,32486.52
126591,USA,50,1462.15,229,Platinum,73107.5
126592,UK,92,984.88,288,Silver,90608.96
126593,Germany,75,88.87,288,Bronze,6665.25
126594,UK,84,1414.66,210,Platinum,118831.44
126595,Germany,70,1552.67,212,Silver,108686.9
126596,Japan,72,224.16,49,Platinum,16139.52
126597,India,83,1447.97,14,Silver,120181.51
126598,UAE,79,1320.44,311,Gold,104314.76
126599,India,86,792.69,210,Bronze,68171.34
126600,Germany,51,1596.77,287,Bronze,81435.27
126601,India,66,1426.93,19,Gold,94177.38
126602,USA,61,1147.04,353,Bronze,69969.44
126603,Japan,28,1530.01,360,Bronze,42840.28
126604,UAE,44,883.25,137,Silver,38863.0
126605,UAE,82,1225.46,66,Bronze,100487.72
126606,UAE,12,100.9,265,Gold,1210.8
126607,Japan,83,913.29,226,Bronze,75803.07
126608,India,57,1218.04,80,Silver,69428.28
126609,UAE,26,27.68,340,Bronze,719.68
126610,UAE,25,805.9,130,Bronze,20147.5
126611,Germany,92,1077.67,24,Silver,99145.64
126612,USA,15,753.58,68,Bronze,11303.7
126613,Germany,74,737.49,262,Silver,54574.26
126614,India,98,1719.7,0,Bronze,168530.6
126615,Japan,77,1929.62,31,Bronze,148580.74
126616,Japan,80,211.24,352,Gold,16899.2
126617,Germany,53,1823.21,292,Bronze,96630.13
126618,UK,95,769.86,322,Bronze,73136.7
126619,Germany,65,490.93,245,Bronze,31910.45
126620,UK,54,316.31,317,Bronze,17080.74
126621,Germany,87,1500.08,151,Bronze,130506.96
126622,UK,78,1452.56,214,Bronze,113299.68
126623,UK,39,207.54,244,Bronze,8094.06
126624,UAE,94,1919.78,215,Silver,180459.32
126625,UAE,51,163.53,118,Bronze,8340.03
126626,UK,20,1003.93,73,Silver,20078.6
126627,UK,64,1297.72,299,Silver,83054.08
126628,USA,89,1778.66,3,Bronze,158300.74
126629,UK,11,553.8,332,Bronze,6091.8
126630,UAE,90,549.76,283,Silver,49478.4
126631,UK,52,1566.91,279,Gold,81479.32
126632,Japan,85,833.75,116,Bronze,70868.75
